id,name,entity_type,summary,aliases,operator,base_geography_kind,base_geography_code,countries_covered,stages,focuses,official_website,founder_route,sources,verified_on,source_profile,dataset_version,dataset_date,license
fund:kolab-ventures,Kolab Ventures,fund,"Kolab Ventures is an investment organization focused on AI, fintech, and cross-border technology in Mexico and Latin America.",[],,global,GLOBAL,"[""LATAM"",""MX""]","[""not_disclosed""]","[""ai"",""fintech"",""cross_border_technology""]",https://kolabventures.com/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://kolabventures.com/portfolio""}]",2026-07-26,funds/multi-country/kolab-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:kptl,KPTL,fund,"KPTL is an investment organization focused on Deep tech, health, bioeconomy, and technology in Brazil.",[],,country,BR,"[""BR""]","[""multi_stage""]","[""deep_tech"",""health"",""bioeconomy"",""technology""]",https://www.kptl.com.br/,https://www.kptl.com.br/contato/,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.kptl.com.br/portfolio/""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://www.kptl.com.br/contato/""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://www.kptl.com.br/sobre-kptl/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.kptl.com.br/fundo-venture-capital/""}]",2026-07-26,funds/brazil/kptl.md,2026-07-27,2026-07-27,CC0-1.0
fund:krealo,Krealo,fund,Krealo is an investment organization focused on Financial technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""seed"",""series_a""]","[""financial_technology""]",https://www.krealo.pe/,https://www.krealo.pe/,"[{""kind"":""official_application"",""title"":""Investment thesis, portfolio count, and pitch route"",""url"":""https://www.krealo.pe/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.krealo.pe/portafolio""}]",2026-07-26,funds/regional/krealo.md,2026-07-27,2026-07-27,CC0-1.0
fund:kuiper,Kuiper,fund,Kuiper is an investment organization focused on Technology in Latin America and the United States.,[],,global,GLOBAL,"[""LATAM"",""US""]","[""not_disclosed""]","[""technology""]",https://www.kuipervc.com/,https://www.kuipervc.com/contacto,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.kuipervc.com/portfolio""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://www.kuipervc.com/contacto""}]",2026-07-26,funds/multi-country/kuiper.md,2026-07-27,2026-07-27,CC0-1.0
fund:l4-venture-builder,L4 Venture Builder,fund,L4 Venture Builder is a Brazil-based independent single-LP growth fund created in 2023 with capital from B3 and a portfolio of direct company investments.,[],,country,BR,"[""BR""]","[""growth""]","[""not_disclosed""]",https://www.l4vb.com/,,"[{""kind"":""official_portfolio"",""title"":""L4 Venture Builder official website and portfolio"",""url"":""https://www.l4vb.com/""},{""kind"":""official_activity"",""title"":""B3 report on L4 Venture Builder operations"",""url"":""https://www.b3.com.br/pt_br/noticias/l4-venture-builder.htm""}]",2026-07-30,funds/brazil/l4-venture-builder.md,2026-07-27,2026-07-27,CC0-1.0
fund:latitud-ventures,Latitud Ventures,fund,"Latitud Ventures is an investment organization focused on Technology, sector agnostic in Latin America.",[],,global,GLOBAL,"[""LATAM""]","[""pre_seed"",""seed""]","[""technology"",""sector_agnostic""]",https://latitud.com/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://latitud.com/portfolio""}]",2026-07-26,funds/multi-country/latitud-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:leap-caja-los-andes,Leap,fund,Leap is Caja Los Andes' Chile-based corporate venture capital platform for social-purpose startups.,"[""Leap by Caja Los Andes""]",Caja Los Andes,country,CL,"[""CL""]","[""not_disclosed""]","[""social_impact"",""fintech"",""insurtech"",""wellness"",""security""]",https://leap.cajalosandes.cl/,,"[{""kind"":""official_portfolio"",""title"":""Leap corporate venture capital and portfolio"",""url"":""https://leap.cajalosandes.cl/""},{""kind"":""secondary"",""title"":""Chile corporate venture activity in 2026"",""url"":""https://fch.cl/noticias/deben-los-corporativos-jugar-bajo-las-reglas-del-venture-capital/""}]",2026-07-30,funds/chile/leap-caja-los-andes.md,2026-07-27,2026-07-27,CC0-1.0
fund:lightrock,Lightrock,fund,Lightrock is a global growth and venture investor with a direct portfolio and an active investment strategy in Brazil.,[],,global,GLOBAL,"[""GLOBAL"",""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://www.lightrock.com/,,"[{""kind"":""official_thesis"",""title"":""Private Equity"",""url"":""https://www.lightrock.com/about/private-equity/""},{""kind"":""official_activity"",""title"":""State of São Paulo's development agency commits R$ 50 million to Lightrock"",""url"":""https://www.lightrock.com/news/state-of-sao-paulo-s-development-agency-commits-r-50-million-to-lightrock/""}]",2026-07-30,funds/multi-country/lightrock.md,2026-07-27,2026-07-27,CC0-1.0
fund:lotux,Lotux,fund,"Lotux is an investment organization focused on Fintech, insurtech, logistics, commerce, education, and health in Latin America.",[],,global,GLOBAL,"[""LATAM""]","[""pre_seed""]","[""fintech"",""insurtech"",""logistics"",""commerce"",""education"",""health""]",https://lotux.vc/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://lotux.vc/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://lotux.vc/investor-resources/""}]",2026-07-26,funds/multi-country/lotux.md,2026-07-27,2026-07-27,CC0-1.0
fund:magma-partners,Magma Partners,fund,Magma Partners is an investment organization focused on Technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""technology""]",https://magmapartners.com/,https://magmapartners.com/contact-us,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://magmapartners.com/companies""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://magmapartners.com/contact-us""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://magmapartners.com/es/companies""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://magmapartners.com/company/fluap""}]",2026-07-26,funds/regional/magma-partners.md,2026-07-27,2026-07-27,CC0-1.0
fund:manutara-ventures,Manutara Ventures,fund,Manutara Ventures is an investment organization focused on Technology in Chile and Latin America.,[],,region,LATAM,"[""CL"",""LATAM""]","[""seed"",""series_a""]","[""technology""]",https://manutaraventures.com/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://manutaraventures.com/companies""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://manutaraventures.com/companies/""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://manutaraventures.com/about/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://manutaraventures.com/portfolio-item/sabe/""}]",2026-07-26,funds/regional/manutara-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:marathon-ventures,Marathon Ventures,fund,Marathon Ventures backs early-stage founders building B2B technology companies in Latin America.,[],,country,CO,"[""LATAM""]","[""pre_seed"",""seed""]","[""b2b"",""scalable_technology""]",https://www.marathonvc.com/,https://www.marathonvc.com/,"[{""kind"":""official_application"",""title"":""Marathon Ventures thesis, team, portfolio and founder route"",""url"":""https://www.marathonvc.com/""},{""kind"":""secondary"",""title"":""Colombia-origin venture capital investor map"",""url"":""https://www.startuplinks.world/reportes/inversionistas-de-venture-capital-originarios-de-colombia""}]",2026-07-30,funds/colombia/marathon-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:marcha,Marcha,fund,Marcha is a Brazilian university venture capital organization that invests directly in startups connected to Tecnopuc.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://www.linkedin.com/company/marcha-s-a,,"[{""kind"":""official_program"",""title"":""Meet Marcha, Brazil's first University Venture Capital"",""url"":""https://tecnopuc.pucrs.br/conheca-a-marcha-a-primeira-university-venture-capital-do-brasil-que-impulsiona-startups-no-tecnopuc/""},{""kind"":""official_program"",""title"":""PureAI opens an investment round to expand AI infrastructure"",""url"":""https://tecnopuc.pucrs.br/pureai-abre-rodada-de-captacao-de-investimento-para-impulsionar-infraestrutura-de-ia/""}]",2026-07-30,funds/brazil/marcha.md,2026-07-27,2026-07-27,CC0-1.0
fund:matterscale-ventures,MatterScale Ventures,fund,MatterScale Ventures invests in Latin founders across the Americas.,[],,global,GLOBAL,"[""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""affordable"",""accessible_technology_enabled_services""]",https://matterscale.com/,https://matterscale.com/,"[{""kind"":""official_application"",""title"":""MatterScale thesis, team, and portfolio"",""url"":""https://matterscale.com/""}]",2026-07-27,funds/multi-country/matterscale-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:maya-capital,MAYA Capital,fund,MAYA Capital is an investment organization focused on Technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed""]","[""technology""]",https://www.maya.capital/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.maya.capital/portfolio""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://www.maya.capital/about-us""}]",2026-07-26,funds/regional/maya-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:mindset-ventures,Mindset Ventures,fund,Mindset Ventures is an investment organization focused on B2B technology in Latin America and the United States.,[],,global,GLOBAL,"[""LATAM"",""US""]","[""seed"",""series_a""]","[""b2b_technology""]",https://mindset.ventures/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://mindset.ventures/our-companies/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://mindset.ventures/portfolio/alta/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://mindset.ventures/portfolio/lasso-security/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://mindset.ventures/portfolio/zenyard/""}]",2026-07-26,funds/multi-country/mindset-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:monashees,Monashees,fund,Monashees is a Brazilian venture capital firm backing technology-driven Latin American founders building companies for regional and global markets.,[],,region,LATAM,"[""GLOBAL"",""LATAM""]","[""not_disclosed""]","[""technology""]",https://www.monashees.com/,https://www.monashees.com/contact,"[{""kind"":""official_website"",""title"":""Monashees website and firm description"",""url"":""https://www.monashees.com/""},{""kind"":""official_portfolio"",""title"":""Official portfolio"",""url"":""https://www.monashees.com/portfolio""},{""kind"":""official_application"",""title"":""Contact page"",""url"":""https://www.monashees.com/contact""}]",2026-07-25,funds/regional/monashees.md,2026-07-27,2026-07-27,CC0-1.0
fund:morro-ventures,Morro Ventures,fund,Morro Ventures is a Puerto Rico-based early-stage investor serving the Caribbean and Latin America.,[],,region,LATAM,"[""CARIBBEAN"",""LATAM"",""PR""]","[""not_disclosed""]","[""technology_companies_serving_caribbean_markets""]",https://morroventures.com/,,"[{""kind"":""official_website"",""title"":""Morro Ventures"",""url"":""https://morroventures.com/""},{""kind"":""official_website"",""title"":""Morro Ventures Caribbean Fund"",""url"":""https://morroventures.com/morro-fund-ii/""}]",2026-07-27,funds/regional/morro-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:msw-capital,MSW Capital,fund,MSW Capital is a Brazilian venture capital manager connecting technology startups with corporate investors through corporate venture capital funds.,[],,country,BR,"[""BR""]","[""seed""]","[""technology_startups_aligned_with_corporate_innovation_theses""]",https://www.mswcapital.com.br/,,"[{""kind"":""official_website"",""title"":""MSW Capital website"",""url"":""https://www.mswcapital.com.br/""},{""kind"":""official_application"",""title"":""MSW Multicorp II thesis and application channel"",""url"":""https://www.mswcapital.com.br/fundos/multicorp-2""}]",2026-07-27,funds/brazil/msw-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:mundi-ventures,Mundi Ventures,fund,"Mundi Ventures is a Spain-based venture capital firm whose LatAm Fund I invests in early-growth companies across Latin America and the Caribbean, including Brazil.",[],,country,ES,"[""BR"",""LATAM"",""CARIBBEAN"",""NOT_DISCLOSED""]","[""growth""]","[""not_disclosed""]",https://www.mundiventures.com/,,"[{""kind"":""official_activity"",""title"":""Mundi Ventures LatAm Fund I first closing"",""url"":""https://www.mundiventures.com/post/mundi-ventures-announces-its-latam-fund-i-first-closing""},{""kind"":""official_activity"",""title"":""IDB Invest commitment to Mundi Ventures LatAm Fund I"",""url"":""https://www.mundiventures.com/post/idb-invest-commits-us-5-million-to-mundi-ventures-latam-fund-i""}]",2026-07-30,funds/multi-country/mundi-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:nazca,Nazca,fund,Nazca is an investment organization focused on Technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""multi_stage""]","[""technology""]",https://nazca.vc/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://nazca.vc/""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://nazca.vc/about""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://nazca.vc/portfolio""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://nazca.vc/portfolio/kavak""}]",2026-07-26,funds/regional/nazca.md,2026-07-27,2026-07-27,CC0-1.0
fund:new-ventures-capital,New Ventures Capital,fund,New Ventures Capital is an investment organization focused on Impact entrepreneurship in Latin America.,[],,region,LATAM,"[""LATAM""]","[""seed"",""series_a""]","[""impact_entrepreneurship""]",https://nvcapital.vc/,https://nvcapital.vc/contact-us/,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://nvcapital.vc/portfolio/""},{""kind"":""official_thesis"",""title"":""About or investment thesis"",""url"":""https://nvcapital.vc/about/""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://nvcapital.vc/contact-us/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://nvcapital.vc/investors/""}]",2026-07-26,funds/regional/new-ventures-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:newtopia-vc,Newtopia VC,fund,"Newtopia VC is an investment organization focused on Technology, sector agnostic in Latin America.",[],,region,LATAM,"[""LATAM""]","[""not_disclosed""]","[""technology"",""sector_agnostic""]",https://newtopia.vc/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://newtopia.vc/portfolio""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://newtopia.vc/portfolio/""},{""kind"":""secondary"",""title"":""Fund website"",""url"":""https://app.pipefy.com/public/form/mmuPVAvh""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://newtopia.vc/portfolio/aviva/""}]",2026-07-26,funds/regional/newtopia-vc.md,2026-07-27,2026-07-27,CC0-1.0
fund:norte-ventures,Norte Ventures,fund,"Norte Ventures is an investment organization focused on Technology, sector agnostic in Latin America.",[],,global,GLOBAL,"[""LATAM""]","[""not_disclosed""]","[""technology"",""sector_agnostic""]",https://www.norte.ventures/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.norte.ventures/portfolio""}]",2026-07-26,funds/multi-country/norte-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:nxtp-ventures,NXTP Ventures,fund,NXTP Ventures is an investment organization focused on B2B technology in Latin America.,[],,region,LATAM,"[""LATAM""]","[""seed"",""series_a""]","[""b2b_technology""]",https://www.nxtp.vc/,https://www.nxtp.vc/contact,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.nxtp.vc/portfolio""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://www.nxtp.vc/contact""}]",2026-07-26,funds/regional/nxtp-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:onevc,ONEVC,fund,ONEVC is an investment organization focused on Technology in Latin America.,[],,global,GLOBAL,"[""LATAM""]","[""seed""]","[""technology""]",https://www.onevc.vc/,,"[{""kind"":""secondary"",""title"":""Previously listed source; unavailable during verification"",""url"":""https://www.onevc.vc/""}]",2026-07-26,funds/multi-country/onevc.md,2026-07-27,2026-07-27,CC0-1.0
fund:oria-capital,Oria Capital,fund,Oria Capital is an investment organization focused on B2B software in Brazil.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""b2b_software""]",https://www.oriacapital.com.br/,,"[{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.oriacapital.com.br/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.oriacapital.com.br/c%C3%B3pia-compliance-3""}]",2026-07-26,funds/brazil/oria-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:pant3ra-venture-fund,Pant3ra Venture Fund,fund,"Pant3ra Venture Fund is an investment organization focused on Mobility, logistics, e-commerce, and fintech in Mexico, the United States, and Latin America.",[],,global,GLOBAL,"[""LATAM"",""MX"",""US""]","[""pre_seed"",""seed""]","[""mobility"",""logistics"",""e_commerce"",""fintech""]",https://www.linkedin.com/company/pant3ra/,,"[{""kind"":""official_website"",""title"":""Secondary profile"",""url"":""https://www.linkedin.com/company/pant3ra/""}]",2026-07-26,funds/multi-country/pant3ra-venture-fund.md,2026-07-27,2026-07-27,CC0-1.0
fund:panvel-ventures,Panvel Ventures,fund,Panvel Ventures is Grupo Panvel's corporate venture capital program for startups strategically connected to its health and retail businesses.,[],,country,BR,"[""NOT_DISCLOSED""]","[""not_disclosed""]","[""health"",""wellbeing"",""customer_experience"",""operational_intelligence""]",https://www.grupopanvel.com.br/pt/innovation,,"[{""kind"":""official_website"",""title"":""Grupo Panvel innovation and CVC programs"",""url"":""https://www.grupopanvel.com.br/pt/innovation""}]",2026-07-27,funds/brazil/panvel-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:parallax-ventures,Parallax Ventures,fund,"Parallax Ventures is a São Paulo-based, fintech-first venture capital firm making recurring direct startup investments.","[""Parallax""]",,country,BR,"[""BR""]","[""not_disclosed""]","[""fintech""]",https://parallax.vc/,,"[{""kind"":""official_portfolio"",""title"":""Parallax Ventures"",""url"":""https://parallax.vc/""},{""kind"":""official_portfolio"",""title"":""Portfolio — Parallax Ventures"",""url"":""https://parallax.vc/portfolio/""},{""kind"":""official_activity"",""title"":""Parallax Ventures FIP: fato relevante"",""url"":""https://parallax.vc/wp-content/uploads/2025/08/20250801_Parallax-I-Ventures_Fato-Relevante.pdf""}]",2026-07-30,funds/brazil/parallax-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:parallel18-ventures,Parallel18 Ventures,fund,Parallel18 Ventures is the investment platform within Parallel18 for startups scaling through Puerto Rico.,[],,region,LATAM,"[""GLOBAL"",""PR""]","[""not_disclosed""]","[""technology_driven_startups_with_global_scaling_potential""]",https://parallel18.com/ventures/,https://parallel18.com/ventures/,"[{""kind"":""official_application"",""title"":""Parallel18 Ventures"",""url"":""https://parallel18.com/ventures/""}]",2026-07-27,funds/regional/parallel18-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:parceiro-ventures,Parceiro Ventures,fund,"Parceiro Ventures is a United States-based venture capital firm investing across Latin America, with verified portfolio activity in Brazil.",[],,country,US,"[""BR"",""LATAM"",""NOT_DISCLOSED""]","[""not_disclosed""]","[""not_disclosed""]",https://parceiroventures.com/,,"[{""kind"":""official_portfolio"",""title"":""Parceiro Ventures thesis, portfolio, and activity"",""url"":""https://parceiroventures.com/""}]",2026-07-30,funds/multi-country/parceiro-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:picus-capital,Picus Capital,fund,"Picus Capital is an investment organization focused on Technology, sector agnostic in Global, including Latin America.",[],,region,LATAM,"[""GLOBAL"",""LATAM""]","[""pre_seed"",""seed"",""series_a""]","[""technology"",""sector_agnostic""]",https://www.picuscap.com/,,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.picuscap.com/portfolio/?_countries=latin-america""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.picuscap.com/pre-seed-investing/""},{""kind"":""official_website"",""title"":""Fund website"",""url"":""https://www.picuscap.com/seed-series-a-investing/""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.picuscap.com/news_category/portfolio-news/""}]",2026-07-26,funds/regional/picus-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:platanus-ventures,Platanus Ventures,fund,Platanus Ventures is a Chile-based accelerator and venture capital investor backing Latin American technology startups.,"[""Platanus""]",,country,CL,"[""LATAM""]","[""pre_seed""]","[""technology"",""sector_agnostic""]",https://platan.us/,https://platan.us/programa,"[{""kind"":""official_portfolio"",""title"":""Platanus investment program and portfolio"",""url"":""https://platan.us/""},{""kind"":""official_application"",""title"":""Platanus 2026 founder application"",""url"":""https://platan.us/programa""},{""kind"":""official_activity"",""title"":""Platanus 2026 Demo Day"",""url"":""https://platan.us/demo_day""}]",2026-07-30,funds/chile/platanus-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:polymath-ventures,Polymath Ventures,fund,"Polymath Ventures combines a venture studio, a venture capital fund, and private credit for companies serving Latin America's emerging middle class.",[],,region,LATAM,"[""LATAM""]","[""pre_seed"",""seed""]","[""human_centered_businesses""]",https://www.polymathv.com/,https://www.polymathv.com/contact-us,"[{""kind"":""official_website"",""title"":""Current venture studio and VC model"",""url"":""https://www.polymathv.com/""},{""kind"":""secondary"",""title"":""External Seed fund and direct-investment history"",""url"":""https://next.polymathv.com/about-us""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://www.polymathv.com/portfolio""},{""kind"":""official_application"",""title"":""Contact page"",""url"":""https://www.polymathv.com/contact-us""}]",2026-07-26,funds/regional/polymath-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:positive-ventures,Positive Ventures,fund,Positive Ventures is a São Paulo-based impact venture capital firm that makes direct and recurring startup investments.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""impact_investing""]",https://positive.ventures/,,"[{""kind"":""official_activity"",""title"":""Positive Impact Report 2025"",""url"":""https://www.positiveimpactreport25.com/""}]",2026-07-30,funds/brazil/positive-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:primus-ventures,Primus Ventures,fund,Primus Ventures is an investment organization focused on B2B technology in Southern Brazil.,[],,country,BR,"[""BR""]","[""pre_seed"",""seed""]","[""b2b_technology""]",https://www.primusvc.com.br/,,"[{""kind"":""official_portfolio"",""title"":""Primus and Sul Ventures portfolio and thesis"",""url"":""https://www.primusvc.com.br/portf%C3%B3lio""},{""kind"":""official_website"",""title"":""Primus Ventures official website"",""url"":""https://www.primusvc.com.br/""}]",2026-07-26,funds/brazil/primus-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:prosus-ventures,Prosus Ventures,fund,"Prosus Ventures is Prosus's Netherlands-based investment arm, with a recurring Latin America strategy and multiple portfolio companies in Brazil.","[""Naspers Ventures""]",Prosus N.V.,country,NL,"[""BR"",""LATAM"",""NOT_DISCLOSED""]","[""not_disclosed""]","[""not_disclosed""]",https://www.prosus.com/prosus-ventures,,"[{""kind"":""official_portfolio"",""title"":""Prosus Ventures strategy and portfolio"",""url"":""https://www.prosus.com/prosus-ventures""},{""kind"":""official_activity"",""title"":""Prosus Ventures investment in VOA Health"",""url"":""https://www.prosus.com/news-insights/2025/prosus-ventures-invests-in-voa-health-seed-round-to-advance-its-ai-powered-assistant""},{""kind"":""official_website"",""title"":""Prosus Annual Report 2025"",""url"":""https://www.prosus.com/~/media/Files/P/prosus-corp-v2/results-reports-and-events-archive/annual-report/2025/fy2025-annual-report.pdf""}]",2026-07-30,funds/multi-country/prosus-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:qapu-ventures,QAPU Ventures,fund,QAPU Ventures is an investment organization listed in this directory; its current investment mandate could not be verified.,[],,country,CO,"[""NOT_DISCLOSED""]","[""not_disclosed""]","[""not_disclosed""]",https://www.linkedin.com/company/qapu/,,"[{""kind"":""secondary"",""title"":""QAPU Ventures — LinkedIn"",""url"":""https://www.linkedin.com/company/qapu/""}]",2026-07-26,funds/colombia/qapu-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:qed-investors,QED Investors,fund,QED Investors is a global venture capital firm dedicated exclusively to fintech and financial-services innovation.,[],,region,LATAM,"[""GLOBAL"",""LATAM""]","[""multi_stage""]","[""fintech""]",https://www.qedinvestors.com/,https://www.qedinvestors.com/,"[{""kind"":""official_application"",""title"":""QED overview, FAQ, and pitch form"",""url"":""https://www.qedinvestors.com/""},{""kind"":""official_portfolio"",""title"":""Official portfolio"",""url"":""https://www.qedinvestors.com/companies""},{""kind"":""official_website"",""title"":""Fontes by QED"",""url"":""https://www.qedinvestors.com/blog/learn-more-about-fontes""}]",2026-07-25,funds/regional/qed-investors.md,2026-07-27,2026-07-27,CC0-1.0
fund:qualcomm-ventures,Qualcomm Ventures,fund,"Qualcomm Ventures is the corporate venture capital arm of Qualcomm, with an active investment mandate and portfolio in Latin America.",[],,global,GLOBAL,"[""GLOBAL"",""LATAM""]","[""multi_stage""]","[""ai"",""automotive"",""mobile"",""enterprise"",""data_center"",""smart_systems""]",https://www.qualcommventures.com/,,"[{""kind"":""official_portfolio"",""title"":""Qualcomm Ventures investment areas and global portfolio metrics"",""url"":""https://www.qualcommventures.com/""},{""kind"":""official_portfolio"",""title"":""Qualcomm Ventures Latin America investment team and portfolio"",""url"":""https://www.qualcommventures.com/insights/blog/meet-the-team-5-questions-with-stephanie-shao-ni-ng-director-at-qualcomm-ventures/""}]",2026-07-27,funds/multi-country/qualcomm-ventures.md,2026-07-27,2026-07-27,CC0-1.0
fund:quartzo-capital,Quartzo Capital,fund,Quartzo Capital is a Brazilian venture capital organization with a recurring portfolio managed through multiple investment vehicles.,"[""Quartzo Invest"",""Quartzo Invest Ltda.""]",Quartzo Invest Ltda.,country,BR,"[""BR""]","[""not_disclosed""]","[""not_disclosed""]",https://www.quartzocapital.com.br/,,"[{""kind"":""official_portfolio"",""title"":""Portfólio e Cases: Venture Capital"",""url"":""https://quartzocapital.com.br/venture-capital/portfolio""},{""kind"":""official_activity"",""title"":""Investimento do FUNSES1 na Loopia"",""url"":""https://pt.linkedin.com/posts/quartzocapital_a-quartzo-capital-tem-o-prazer-de-divulgar-activity-7303744796290871298-4gna""}]",2026-07-30,funds/brazil/quartzo-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:quona-capital,Quona Capital,fund,"Quona Capital is an investment organization focused on Fintech and financial inclusion in Emerging markets, including Latin America.",[],,global,GLOBAL,"[""LATAM""]","[""seed"",""series_a"",""series_b""]","[""fintech"",""financial_inclusion""]",https://quona.com/,https://quona.com/contact/,"[{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://quona.com/portfolio""},{""kind"":""official_portfolio"",""title"":""Portfolio"",""url"":""https://quona.com/portfolio/""},{""kind"":""official_application"",""title"":""Contact or application page"",""url"":""https://quona.com/contact/""}]",2026-07-26,funds/multi-country/quona-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:raio-capital,Raio Capital,fund,Raio Capital is a Brazilian venture capital firm investing in early-stage technology companies that improve fundamental value chains.,[],,country,BR,"[""BR""]","[""not_disclosed""]","[""technology_enabled_efficiency_in_fundamental_value_chains""]",https://raio.vc/,,"[{""kind"":""official_application"",""title"":""Raio Capital website, track record, and contact"",""url"":""https://raio.vc/""}]",2026-07-27,funds/brazil/raio-capital.md,2026-07-27,2026-07-27,CC0-1.0
fund:randon-ventures-rv,Randon Ventures (RV),fund,"Randon Ventures, now branded RV, is Randoncorp's startup investment and acceleration company.","[""RV""]",,country,BR,"[""BR""]","[""growth""]","[""financial_solutions_aligned_with_randoncorp_s_strategic_businesses""]",https://www.randoncorp.com/pt/blog/rv-amplia-portfolio-com-dois-novos-investimentos-em-solucoes-financeiras/,,"[{""kind"":""official_portfolio"",""title"":""RV investments in Guarda and Sinky"",""url"":""https://www.randoncorp.com/pt/blog/rv-amplia-portfolio-com-dois-novos-investimentos-em-solucoes-financeiras/""}]",2026-07-27,funds/brazil/randon-ventures-rv.md,2026-07-27,2026-07-27,CC0-1.0
